order_id,org_id,city_id,store_id,customer_id_hash,order_ts,promised_eta_minutes,actual_delivery_minutes,basket_value_inr,discount_value_inr,delivery_fee_inr,payment_method,order_status,item_count,distance_km,assigned_driver_id,picker_employee_id,packer_employee_id,peak_flag,rain_flag,surge_flag
12827,1,1,3,46221c19f27827e4,2026-03-28T09:02:54+05:30,15,14,593.84,9.84,0,upi,delivered,7,1.72,62,173,182,false,false,true
12828,1,1,3,5a7cc5f3f25ab23e,2026-03-28T17:42:22+05:30,17,16,266.44,19.94,12,card,delivered,6,2.08,66,162,185,false,false,true
12829,1,1,3,a305a67da457d33f,2026-03-28T09:54:29+05:30,12,14,416.1,18.17,0,upi,delivered,6,0.45,74,171,183,false,false,true
12830,1,1,3,073b2c4074dd9454,2026-03-28T18:29:38+05:30,8,8,180.34,15.17,15,cod,delivered,4,3.27,75,168,180,true,false,true
12831,1,1,3,f6ae3058ba99f1a9,2026-03-28T07:28:12+05:30,10,9,548.84,48.62,0,upi,delivered,7,0.81,69,163,182,false,false,true
12832,1,1,3,b5508972dd68d1e2,2026-03-28T09:14:58+05:30,14,17,118.43,1.02,15,cod,delivered,6,3.57,73,169,184,false,false,true
12833,1,1,3,8272ad6709789a9d,2026-03-28T13:24:53+05:30,14,19,221.74,32.97,12,upi,delivered,3,3.71,60,174,178,true,false,true
12834,1,1,3,82e46bc51300b5b9,2026-03-28T07:59:09+05:30,15,19,424.09,31.65,0,upi,delivered,6,3.36,72,174,179,false,false,true
12835,1,1,3,524acab7b3431018,2026-03-28T13:49:43+05:30,16,17,752.08,106.93,0,cod,delivered,8,2.62,77,170,183,true,false,true
12836,1,1,3,7159c1ed143e69af,2026-03-28T19:22:33+05:30,17,24,305.62,20.49,9,upi,delivered,4,3.2,74,171,185,true,false,true
12837,1,1,3,404d6dfe25ceda98,2026-03-28T12:36:08+05:30,15,19,415.9,25.9,0,cod,delivered,4,4.57,64,174,178,true,false,true
12838,1,1,3,1a3b0497169782da,2026-03-28T19:29:09+05:30,14,16,200.98,3.9,18,upi,delivered,7,3.64,59,172,177,true,false,true
12839,1,1,3,954c09e8a4ffe6e3,2026-03-28T17:11:14+05:30,8,7,197.43,11.86,15,wallet,delivered,3,3.32,64,163,180,false,false,true
12840,1,1,3,938cd782d2fcf1c2,2026-03-28T06:57:05+05:30,15,14,743.12,10.23,0,upi,delivered,6,2.3,79,175,185,false,false,true
12841,1,1,3,f4536a7ead082cc9,2026-03-28T20:09:26+05:30,13,16,715.23,36.7,0,upi,delivered,8,0.4,82,171,184,true,false,true
12842,1,1,3,9c45bc30f05f2478,2026-03-28T10:25:24+05:30,14,15,1130.55,56.97,0,wallet,delivered,8,2.37,81,174,177,false,false,true
12843,1,1,3,47a97d419dd8fda8,2026-03-28T21:06:25+05:30,12,16,251.66,31.64,15,cod,delivered,5,3.28,75,167,181,true,false,true
12844,1,1,3,6d0f00b4537c14d3,2026-03-28T12:22:36+05:30,9,12,400.14,10.39,0,upi,delivered,5,2.77,82,168,179,true,false,true
12845,1,1,3,a624a7f94d33cdb0,2026-03-28T08:34:36+05:30,11,13,257.93,22.56,15,cod,delivered,3,1.73,57,167,180,false,false,true
12846,1,1,3,3a7e1453cce0d8be,2026-03-28T12:52:15+05:30,15,16,800.9,11.6,0,upi,delivered,8,0.92,76,162,182,true,false,true
12847,1,1,3,94d1b193693cdc2f,2026-03-28T07:51:00+05:30,15,13,190.44,9.78,12,card,delivered,5,1.78,62,162,181,false,false,true
12848,1,1,3,23ee53a36125ebc9,2026-03-28T12:26:31+05:30,13,16,377.54,26.85,9,card,delivered,7,2.24,65,168,181,true,false,true
12849,1,1,3,f0d6e5cbce4aaeaa,2026-03-28T19:39:01+05:30,15,19,259.9,24.34,15,card,delivered,6,0.4,70,167,182,true,false,true
12850,1,1,3,7e75da0ef03a1746,2026-03-28T16:09:23+05:30,10,12,632.44,30.69,0,wallet,delivered,6,0.7,65,168,183,false,false,true
12851,1,1,3,8de40b8fc67b8190,2026-03-28T12:14:29+05:30,15,17,235.16,6.87,9,upi,delivered,2,2.03,82,175,183,true,false,true
12852,1,1,3,1e4a3dd305f9631d,2026-03-28T18:05:47+05:30,12,15,827.45,90.91,0,upi,delivered,8,2.66,67,162,184,true,false,true
12853,1,1,3,a7d587551a2dc265,2026-03-28T10:07:28+05:30,9,12,369.54,19.51,12,upi,delivered,3,2.1,66,168,177,false,false,true
12854,1,1,3,bf62639b233431a6,2026-03-28T14:20:18+05:30,10,12,343.53,22.89,18,upi,delivered,5,2.57,65,172,185,false,false,true
12855,1,1,3,64f3d1badb64387f,2026-03-28T17:52:54+05:30,10,10,387.29,12.85,12,upi,delivered,6,1.2,67,172,178,false,false,true
12856,1,1,3,78060bec4c385aef,2026-03-28T16:49:40+05:30,10,12,368.23,12.6,12,upi,delivered,5,0.94,75,171,183,false,false,true
12857,1,1,3,8c005dd3a19c1403,2026-03-28T10:27:26+05:30,14,14,90,6.67,18,upi,delivered,4,2.61,78,172,183,false,false,true
12858,1,1,3,cef037f200785495,2026-03-28T09:09:02+05:30,13,15,863.06,7.25,0,card,delivered,6,3.16,73,165,185,false,false,true
12859,1,1,3,8104530020759e4c,2026-03-28T11:58:31+05:30,21,21,340.55,26.58,18,upi,delivered,5,1.57,75,171,183,false,false,true
12860,1,1,3,1231e277b4a0c60f,2026-03-28T12:02:57+05:30,10,12,561.62,20.51,0,upi,delivered,7,1.91,78,162,177,true,false,true
12861,1,1,3,4d36c6dd6e3fdf31,2026-03-28T14:24:29+05:30,8,7,922.22,72.14,0,card,delivered,7,1.62,58,167,183,false,false,true
12862,1,1,3,9369b5439e32c66c,2026-03-28T22:37:36+05:30,13,13,476.08,17.19,0,upi,delivered,6,2.64,82,164,182,false,false,true
12863,1,1,3,cca9fd69e1782e04,2026-03-28T21:20:01+05:30,14,17,240.5,26.91,9,upi,delivered,6,2.91,56,164,184,true,false,true
12864,1,1,3,15b1807c0fdd738a,2026-03-28T18:19:42+05:30,13,16,792.18,33.69,0,upi,delivered,7,1.98,71,172,179,true,false,true
12865,1,1,3,15781c404e08b4c6,2026-03-28T15:14:25+05:30,10,11,274.8,5.4,15,cod,delivered,3,2.71,71,174,178,false,false,true
12866,1,1,3,cef0b5f92ba94de0,2026-03-28T19:46:50+05:30,9,11,471.87,2.32,0,upi,delivered,5,3.09,57,167,183,true,false,true
12867,1,1,3,b08255a59ce04f41,2026-03-28T16:17:22+05:30,15,15,239.28,11.24,15,upi,delivered,7,2.49,80,167,182,false,false,true
12868,1,1,3,843abef78c54b42f,2026-03-28T10:05:13+05:30,12,13,273.22,12.32,18,upi,delivered,3,3.93,74,174,180,false,false,true
12869,1,1,3,cab268c311327c76,2026-03-28T22:18:21+05:30,9,9,453.65,30.5,0,cod,delivered,7,1.18,80,172,184,false,false,true
12870,1,1,3,77092ad25896c98f,2026-03-28T17:26:28+05:30,14,13,285.31,22.22,15,card,delivered,4,1.74,61,165,180,false,false,true
12871,1,1,3,ba5be232aa9d3b75,2026-03-28T20:22:46+05:30,14,13,870.16,28.02,0,upi,delivered,7,1.71,60,167,184,true,false,true
12872,1,1,3,23888252d28b2f04,2026-03-28T19:09:08+05:30,14,15,296.92,46.44,12,upi,delivered,7,2.78,70,170,182,true,false,true
12873,1,1,3,809b8fc181c1137f,2026-03-28T11:23:40+05:30,8,9,370.37,30.94,18,card,delivered,3,0.4,79,166,183,false,false,true
12874,1,1,3,8351e3e2a166dd4a,2026-03-28T20:08:18+05:30,10,14,458.66,58.07,0,upi,delivered,7,0.87,71,173,183,true,false,true
12875,1,1,3,891ac25954018788,2026-03-28T18:21:13+05:30,16,23,703.16,65.68,0,upi,delivered,8,3.68,68,169,180,true,false,true
12876,1,1,3,a9d2c01d3c70077b,2026-03-28T16:39:26+05:30,12,11,637.85,23.47,0,upi,delivered,7,1.33,72,167,183,false,false,true
12877,1,1,3,cae2e0a6625d3a02,2026-03-28T19:10:15+05:30,10,14,1850,185.87,0,upi,delivered,10,1.09,72,164,177,true,false,true
12878,1,1,3,d55d6195236831b0,2026-03-28T20:41:05+05:30,16,15,1501.45,78.49,0,upi,delivered,10,1.83,65,163,183,true,false,true
12879,1,1,3,07c6fe2562dc6029,2026-03-28T17:59:46+05:30,12,13,265.5,0.12,15,upi,delivered,6,1.98,69,167,179,false,false,true
12880,1,1,3,a0d9c66f7d963012,2026-03-28T08:51:29+05:30,12,14,225.38,0.57,12,cod,delivered,7,2.71,77,162,181,false,false,true
12881,1,1,3,67f6ec3f7b01fdf7,2026-03-28T17:17:59+05:30,14,14,176.58,4.76,15,cod,delivered,3,3.19,74,169,184,false,false,true
12882,1,1,3,a77cc5699726db19,2026-03-28T22:51:08+05:30,14,17,223.58,13.22,12,wallet,delivered,5,0.98,75,168,180,false,false,true
12883,1,1,3,1699422e4c014256,2026-03-28T06:59:26+05:30,12,11,135.94,7.91,9,card,delivered,4,1.5,81,162,177,false,false,true
12884,1,1,3,9556784c2ddcedab,2026-03-28T13:27:06+05:30,13,16,280.62,17.03,15,upi,delivered,4,0.54,79,176,182,true,false,true
12885,1,1,3,858df3f4e789c452,2026-03-28T09:38:01+05:30,13,16,1529.97,22.19,0,upi,delivered,9,3.75,68,165,181,false,false,true
12886,1,1,3,288a7475d6d61a8e,2026-03-28T17:33:44+05:30,8,10,288.54,16.0,18,cod,delivered,5,0.92,76,167,180,false,false,true
12887,1,1,3,a8f81909ed0802d6,2026-03-28T09:28:07+05:30,13,15,573.77,15.68,0,cod,delivered,8,1.95,81,175,181,false,false,true
12888,1,1,3,e58d4967d4c1e9b9,2026-03-28T16:56:34+05:30,12,15,214.7,13.26,18,card,delivered,3,3.31,59,175,182,false,false,true
12889,1,1,3,dfe03d2399007e8e,2026-03-28T23:49:13+05:30,11,13,1048.84,55.33,0,upi,delivered,8,3.81,80,172,180,false,false,true
12890,1,1,3,6c401d9dc27e112e,2026-03-28T23:02:44+05:30,16,16,697.55,19.82,0,upi,delivered,10,2.71,64,175,177,false,false,true
12891,1,1,3,f8c4d78441a734c4,2026-03-28T08:57:18+05:30,11,10,269.77,22.63,15,upi,delivered,3,3.07,67,171,182,false,false,true
12892,1,1,3,be1d57c6b5846e15,2026-03-28T19:45:48+05:30,12,15,656.42,88.48,0,upi,delivered,5,2.12,75,176,178,true,false,true
12893,1,1,3,a524a9b352b9603b,2026-03-28T16:58:22+05:30,11,10,741.52,31.59,0,upi,delivered,9,1.92,77,175,182,false,false,true
12894,1,1,3,f5902897e79b60aa,2026-03-28T20:10:57+05:30,12,17,761.52,82.32,0,card,delivered,6,2.84,66,164,181,true,false,true
12895,1,1,3,74f39e8c2fbacd48,2026-03-28T20:35:11+05:30,14,18,609.63,91.95,0,upi,delivered,5,3.72,68,172,182,true,false,true
12896,1,1,3,1d8c00d9918c1ff9,2026-03-28T23:05:53+05:30,13,14,325.49,20.07,15,upi,delivered,3,0.87,60,173,179,false,false,true
12897,1,1,3,5abdb2b18f92d078,2026-03-28T17:53:55+05:30,10,14,390.62,24.96,9,card,delivered,6,3.92,60,170,178,false,false,true
12898,1,1,3,e58140b49d0b3e34,2026-03-28T19:07:34+05:30,14,16,622.48,81.35,0,upi,delivered,6,4.05,63,164,179,true,false,true
12899,1,1,3,de3bffba0883eb9e,2026-03-28T20:32:26+05:30,13,17,588.14,62.32,0,upi,delivered,6,3.37,60,164,179,true,false,true
12900,1,1,3,b566fc02f8be95da,2026-03-28T14:12:45+05:30,12,14,316.88,5.08,12,upi,delivered,6,4.48,62,176,181,false,false,true
12901,1,1,3,d1b85ff4014c8655,2026-03-28T07:51:13+05:30,10,10,562.39,29.89,0,upi,delivered,6,2.85,82,173,183,false,false,true
12902,1,1,3,58fb1b7cc82f1ebf,2026-03-28T21:04:31+05:30,10,12,325.17,40.41,15,cod,delivered,7,3.57,60,168,185,true,false,true
12903,1,1,3,c849796029da6fe2,2026-03-28T10:42:46+05:30,14,13,426.78,23.8,0,upi,delivered,6,1.14,78,164,184,false,false,true
12904,1,1,3,c9773f4109fdc3e3,2026-03-28T22:32:48+05:30,10,12,494.97,35.56,0,card,delivered,7,2.64,60,162,183,false,false,true
12905,1,1,3,e7e2fde99b0ca228,2026-03-28T07:35:06+05:30,10,9,657.66,4.78,0,upi,delivered,6,3.27,65,165,179,false,false,true
12906,1,1,3,f4add48f640ff0d7,2026-03-28T08:56:17+05:30,11,13,579.93,28.4,0,card,delivered,3,1.34,65,171,185,false,false,true
12907,1,1,3,1814c34e46698bda,2026-03-28T17:03:30+05:30,13,16,409.71,26.64,0,cod,delivered,7,3.3,76,176,182,false,false,true
12908,1,1,3,6c4c39ceb4201a82,2026-03-28T15:10:11+05:30,11,10,178.85,2.6,12,upi,delivered,6,1.32,68,164,179,false,false,true
12909,1,1,3,4dc88e76a6665454,2026-03-28T13:09:25+05:30,8,14,263.71,23.22,18,upi,delivered,6,4.39,72,167,185,true,false,true
12910,1,1,3,6ec6ed507418d630,2026-03-28T09:02:16+05:30,13,12,670.64,58.66,0,card,delivered,10,2.11,66,165,177,false,false,true
12911,1,1,3,ff54397c7ddd1237,2026-03-28T21:39:07+05:30,12,15,608.11,76.64,0,cod,delivered,9,3.33,71,173,179,true,false,true
12912,1,1,3,9b64073b9ff62723,2026-03-28T21:22:40+05:30,9,10,803.36,100.99,0,upi,delivered,14,1.02,78,167,180,true,false,true
12913,1,1,3,572886d199108ea6,2026-03-28T16:58:29+05:30,13,16,576.95,0.27,0,card,delivered,8,3.33,81,174,183,false,false,true
12914,1,1,3,8107b7094b5b7321,2026-03-28T19:40:30+05:30,12,16,384.09,54.39,12,upi,delivered,4,4.01,61,171,184,true,false,true
12915,1,1,3,506d29c6601e378f,2026-03-28T12:31:47+05:30,10,13,547.08,6.78,0,card,delivered,7,4.12,62,162,179,true,false,true
12916,1,1,3,234bb28750c6b6ed,2026-03-28T13:22:54+05:30,12,14,342.18,25.81,15,upi,delivered,9,3.79,56,170,182,true,false,true
12917,1,1,3,5d99c5e280aa9028,2026-03-28T12:23:20+05:30,8,11,612.42,22.05,0,card,delivered,6,4.02,72,175,180,true,false,true
12918,1,1,3,f1f36ca70f7387ef,2026-03-28T18:51:18+05:30,11,16,930.01,144.66,0,upi,delivered,9,2.71,78,162,181,true,false,true
12919,1,1,3,bc0f05f2252be246,2026-03-28T20:58:37+05:30,12,14,500.32,6.43,0,upi,delivered,5,3.87,60,166,180,true,false,true
12920,1,1,3,9af4efbdd3178286,2026-03-28T10:12:55+05:30,9,10,742.13,38.68,0,upi,delivered,7,2.2,75,174,185,false,false,true
12921,1,1,3,03c7a46cba5f157b,2026-03-28T18:38:24+05:30,15,15,377.73,4.0,15,upi,delivered,5,2.44,78,164,185,true,false,true
12922,1,1,3,07cdc5827027882a,2026-03-28T17:21:38+05:30,13,13,464.48,35.95,0,upi,delivered,6,2.22,77,166,177,false,false,true
12923,1,1,3,fc05fc6f135f8f08,2026-03-28T22:15:05+05:30,11,11,546.22,32.15,0,cod,delivered,6,2.84,79,163,182,false,false,true
12924,1,1,3,eac79e57c9bd0de9,2026-03-28T19:46:13+05:30,8,15,101.56,6.51,12,upi,delivered,6,3.43,63,175,181,true,false,true
12925,1,1,3,30360ae0e20059bc,2026-03-28T21:37:55+05:30,12,17,1141.13,57.18,0,cod,delivered,9,1.2,82,167,180,true,false,true
12926,1,1,3,3a281b6148d1f725,2026-03-28T19:58:03+05:30,12,13,647.46,62.78,0,upi,delivered,6,3.75,79,164,180,true,false,true
12927,1,1,3,18a93a5677f934e9,2026-03-28T08:38:36+05:30,11,11,714.82,31.66,0,upi,delivered,7,3.22,66,162,181,false,false,true
12928,1,1,3,ed0bffaf759d22df,2026-03-28T08:28:51+05:30,11,13,129.83,6.78,15,upi,delivered,3,0.77,69,162,184,false,false,true
12929,1,1,3,dd296049410427c5,2026-03-28T12:45:06+05:30,13,17,584.45,66.34,0,upi,delivered,5,3.71,66,165,184,true,false,true
12930,1,1,3,ff50104f0ee50d4b,2026-03-28T22:14:42+05:30,13,13,181.28,5.0,18,upi,delivered,3,3.51,82,172,180,false,false,true
12931,1,1,3,e4624cfb9d6e9852,2026-03-28T19:58:43+05:30,8,11,726.74,108.16,0,wallet,delivered,6,3.11,79,165,180,true,false,true
12932,1,1,3,31929c789108b156,2026-03-28T19:34:11+05:30,11,11,250.29,30.02,15,upi,delivered,4,3.0,63,171,185,true,false,true
12933,1,1,3,1f13e6d6fd095aef,2026-03-28T16:32:56+05:30,13,13,593.57,21.92,0,upi,delivered,8,2.42,82,172,179,false,false,true
12934,1,1,3,82cf28c93dec86ae,2026-03-28T14:35:22+05:30,12,17,762.08,14.76,0,card,delivered,8,4.24,78,176,180,false,false,true
12935,1,1,3,ef017cbdadec2d86,2026-03-28T22:29:36+05:30,14,16,105.78,1.27,18,wallet,delivered,6,3.46,58,167,185,false,false,true
12936,1,1,3,d321e690b5810dc9,2026-03-28T09:32:29+05:30,14,16,325.16,3.36,9,card,delivered,6,3.48,77,171,178,false,false,true
12937,1,1,3,511f38119571f919,2026-03-28T13:07:31+05:30,12,16,221.69,20.83,15,upi,delivered,3,3.41,72,166,182,true,false,true
12938,1,1,3,86d9f22fc46b1bb2,2026-03-28T14:55:00+05:30,12,11,423.95,4.22,0,upi,delivered,5,1.94,65,165,177,false,false,true
12939,1,1,3,41f8a60e481aab78,2026-03-28T21:28:06+05:30,10,12,422.85,14.05,0,upi,delivered,6,3.82,58,163,179,true,false,true
12940,1,1,3,2bb090d0c19028a6,2026-03-28T18:34:15+05:30,11,14,743.25,37.11,0,upi,delivered,12,1.73,62,169,178,true,false,true
12941,1,1,3,0f1942cfa2824a49,2026-03-28T14:13:11+05:30,12,15,102.35,6.09,18,upi,delivered,5,3.37,81,170,180,false,false,true
12942,1,1,3,414357193ad9b207,2026-03-28T11:21:41+05:30,15,14,860.0,45.48,0,upi,delivered,7,1.99,67,176,180,false,false,true
12943,1,1,3,31fc04063eef3a3e,2026-03-28T22:38:33+05:30,11,12,319.31,20.86,9,upi,delivered,7,0.91,76,169,180,false,false,true
12944,1,1,3,c7d3ca69e6a9f909,2026-03-28T14:04:34+05:30,8,9,652.54,30.66,0,upi,delivered,5,2.72,70,168,178,false,false,true
12945,1,1,3,81c24f3905fad1dd,2026-03-28T17:54:59+05:30,11,10,177.18,3.7,9,upi,delivered,3,2.64,66,174,183,false,false,true
12946,1,1,3,5268d9eb2a8a8090,2026-03-28T14:15:41+05:30,15,16,259.51,6.32,9,upi,delivered,9,0.88,65,165,180,false,false,true
12947,1,1,3,a55462f19426838c,2026-03-28T20:37:13+05:30,14,18,523.92,44.92,0,upi,delivered,5,2.22,56,166,181,true,false,true
12948,1,1,3,2e05ef8fc51d5e50,2026-03-28T14:00:44+05:30,14,17,397.2,11.98,12,card,delivered,5,2.59,79,172,182,false,false,true
12949,1,1,3,cf0001b80f2bbd16,2026-03-28T17:28:08+05:30,12,15,844.84,49.08,0,upi,delivered,6,3.44,73,168,180,false,false,true
12950,1,1,3,57e9f65e4c395d61,2026-03-28T10:23:15+05:30,10,8,842.91,46.21,0,upi,delivered,8,2.1,57,163,181,false,false,true
12951,1,1,3,fe219cea6b11b5f1,2026-03-28T13:23:53+05:30,13,12,198.88,3.66,18,cod,delivered,7,1.87,69,170,182,true,false,true
12952,1,1,3,152ad47077e2f34e,2026-03-28T22:23:49+05:30,13,17,338.05,16.05,12,upi,delivered,4,3.92,68,163,179,false,false,true
12953,1,1,3,0b15dc9c22aabb1d,2026-03-28T09:29:15+05:30,11,13,625.18,3.17,0,upi,delivered,11,1.78,61,175,179,false,false,true
12954,1,1,3,6dd85bad1c358017,2026-03-28T21:44:56+05:30,11,14,243.59,12.91,9,wallet,delivered,4,1.75,67,169,178,true,false,true
12955,1,1,3,cca4135a72ed4c5a,2026-03-28T20:27:13+05:30,15,17,324.39,30.66,15,upi,delivered,5,3.87,65,171,183,true,false,true
12956,1,1,3,b20f65c53edd9596,2026-03-28T11:18:06+05:30,16,19,252.46,11.53,18,upi,delivered,5,1.94,70,169,179,false,false,true
12957,1,1,3,6219a9ff67716873,2026-03-28T21:54:41+05:30,8,9,300.74,10.5,9,upi,delivered,7,2.03,58,166,178,true,false,true
12958,1,1,3,3d47ba4025e607b2,2026-03-28T21:00:37+05:30,14,16,519.88,31.77,0,upi,delivered,8,4.14,75,173,180,true,false,true
12959,1,1,3,4e8142f2da3b9a9d,2026-03-28T20:22:47+05:30,12,13,533.4,42.71,0,upi,delivered,5,2.42,71,174,185,true,false,true
12960,1,1,3,6ddacf4eaf1b92dd,2026-03-28T17:34:37+05:30,13,13,327.23,26.3,12,upi,delivered,6,1.8,68,165,183,false,false,true
12961,1,1,3,8bc75283621d8b26,2026-03-28T10:31:38+05:30,13,14,90,4.48,18,cod,delivered,1,2.58,78,174,182,false,false,true
12962,1,1,3,8324b725d072dd5d,2026-03-28T11:01:43+05:30,13,14,220.89,0.56,12,upi,delivered,5,2.14,73,163,179,false,false,true
12963,1,1,3,b03f162f11a9f16d,2026-03-28T09:14:18+05:30,13,13,654.69,51.67,0,card,delivered,7,2.98,82,170,178,false,false,true
12964,1,1,3,8f24a8a814b50ed2,2026-03-28T17:35:48+05:30,13,17,212.41,9.45,18,card,delivered,6,3.15,80,170,185,false,false,true
12965,1,1,3,267478178cf70c70,2026-03-28T12:36:00+05:30,15,18,795.41,42.33,0,upi,delivered,9,3.2,77,168,177,true,false,true
12966,1,1,3,51ae9721c656fd13,2026-03-28T17:46:12+05:30,14,13,335.43,22.33,15,cod,delivered,5,1.98,80,172,184,false,false,true
12967,1,1,3,9a76412d9585e78a,2026-03-28T14:38:33+05:30,12,13,139.12,9.12,9,cod,delivered,4,2.13,74,172,181,false,false,true
12968,1,1,3,e6a330354edf3999,2026-03-28T19:17:31+05:30,11,17,242.08,35.14,15,wallet,delivered,4,1.84,66,164,177,true,false,true
12969,1,1,3,87c92fc10a449cd0,2026-03-28T22:13:30+05:30,17,18,362.44,20.55,18,upi,delivered,6,1.42,82,165,177,false,false,true
12970,1,1,3,c148e8bc9c907ea9,2026-03-28T08:56:55+05:30,12,14,394.05,9.41,12,cod,delivered,8,2.52,82,173,185,false,false,true
12971,1,1,3,27370b53c058518e,2026-03-28T18:19:00+05:30,12,16,329.79,10.53,12,upi,delivered,4,5.93,63,168,183,true,false,true
12972,1,1,3,ecaebde959b7d230,2026-03-28T22:58:42+05:30,9,9,357.76,16.52,18,upi,delivered,8,4.98,64,162,180,false,false,true
12973,1,1,3,761f1247d4fe24cb,2026-03-28T22:41:41+05:30,9,10,511.3,12.52,0,upi,delivered,7,2.11,76,168,183,false,false,true
12974,1,1,3,f7a2b46cbbf6a8cc,2026-03-28T09:01:11+05:30,8,9,637.42,41.89,0,upi,delivered,9,2.95,73,162,179,false,false,true
12975,1,1,3,e49cbe6f860519b0,2026-03-28T06:09:06+05:30,16,18,1850,77.16,0,upi,delivered,8,1.47,56,165,178,false,false,true
12976,1,1,4,f77436b888e6cc19,2026-03-28T09:49:10+05:30,8,7,794.84,28.47,0,wallet,delivered,5,0.48,105,205,217,false,false,false
12977,1,1,4,f9eb23074a783ba5,2026-03-28T08:32:05+05:30,14,14,113.15,6.16,15,card,delivered,3,2.6,99,198,214,false,false,false
12978,1,1,4,764e082fc29dee5f,2026-03-28T17:47:24+05:30,11,13,270.52,6.86,12,upi,delivered,7,3.54,96,196,215,false,false,false
12979,1,1,4,ea32f3e765be55e7,2026-03-28T11:35:51+05:30,10,9,325.24,18.99,15,cod,delivered,6,2.97,106,208,217,false,false,false
12980,1,1,4,ff24a76078c0bdf0,2026-03-28T21:40:55+05:30,16,20,186.43,16.77,15,upi,delivered,4,2.46,107,203,215,true,false,false
12981,1,1,4,cef655665fe9c836,2026-03-28T16:42:49+05:30,12,13,593.23,22.61,0,upi,delivered,9,4.71,93,209,214,false,false,false
12982,1,1,4,422886236437af24,2026-03-28T08:03:26+05:30,10,13,136.4,7.16,18,upi,delivered,5,3.08,84,203,211,false,false,false
12983,1,1,4,f5e5e50b2dd84b9c,2026-03-28T15:16:27+05:30,13,13,364.2,2.82,15,upi,delivered,7,1.97,111,197,211,false,false,false
12984,1,1,4,03be60ced2a158bf,2026-03-28T12:37:12+05:30,12,13,324.96,22.17,12,card,delivered,7,1.02,95,205,216,true,false,false
12985,1,1,4,c5b26c6c0c72cde4,2026-03-28T21:50:54+05:30,11,12,559.56,57.24,0,cod,delivered,9,0.53,83,202,213,true,false,false
12986,1,1,4,370db01fef6a78e2,2026-03-28T15:40:17+05:30,10,11,589.41,49.98,0,wallet,delivered,7,4.11,113,209,216,false,false,false
12987,1,1,4,96bad1d981c945a0,2026-03-28T07:58:00+05:30,10,11,198.27,1.28,15,upi,delivered,5,3.6,112,207,211,false,false,false
12988,1,1,4,3623a4d5b9771533,2026-03-28T16:19:04+05:30,11,10,560.99,5.51,0,upi,delivered,7,1.52,110,197,217,false,false,false
12989,1,1,4,0ac5f8e02b3f3bd7,2026-03-28T12:28:19+05:30,13,12,515.42,0.91,0,upi,delivered,4,2.02,97,206,213,true,false,false
12990,1,1,4,deea6b295c52bbc6,2026-03-28T21:19:49+05:30,11,15,447.77,61.39,0,upi,delivered,5,3.35,88,206,213,true,false,false
12991,1,1,4,6ff019d4f7aa8933,2026-03-28T08:05:32+05:30,11,11,944.56,70.3,0,card,delivered,8,3.23,89,203,212,false,false,false
12992,1,1,4,c6a21646901c59cc,2026-03-28T19:14:12+05:30,14,15,494.41,11.03,0,upi,delivered,6,3.0,83,205,211,true,false,false
12993,1,1,4,eed271aa609ab412,2026-03-28T12:59:20+05:30,12,17,660.09,102.84,0,wallet,delivered,9,1.57,93,196,211,true,false,false
12994,1,1,4,2ba892d87d23838d,2026-03-28T12:17:19+05:30,11,12,704.09,7.98,0,cod,delivered,8,3.68,105,205,217,true,false,false
12995,1,1,4,414dac2a131213f9,2026-03-28T12:08:57+05:30,11,15,326.59,45.86,9,upi,delivered,5,2.73,93,201,213,true,false,false
12996,1,1,4,fdd251c86407f07b,2026-03-28T22:18:05+05:30,12,14,652.36,35.07,0,upi,delivered,6,2.78,99,202,214,false,false,false
12997,1,1,4,66efacf58226aca3,2026-03-28T15:26:35+05:30,9,10,595.04,11.29,0,upi,delivered,6,4.72,100,201,213,false,false,false
12998,1,1,4,d06bf94699a60907,2026-03-28T20:04:15+05:30,10,12,91.05,0.27,9,card,delivered,3,1.64,110,202,216,true,false,false
12999,1,1,4,0c8dd6a1c4f09cd8,2026-03-28T20:05:17+05:30,12,12,516.79,68.94,0,upi,delivered,8,1.75,113,210,214,true,false,false
13000,1,1,4,caf867379795f718,2026-03-28T21:20:49+05:30,14,15,998.51,38.85,0,upi,delivered,9,1.92,84,203,212,true,false,false
13001,1,1,4,1f56383849e7226c,2026-03-28T18:54:33+05:30,13,12,404.71,39.94,0,upi,delivered,7,0.4,107,202,213,true,false,false
13002,1,1,4,3787e3c3b4aab244,2026-03-28T21:47:08+05:30,13,15,501.62,51.27,0,cod,delivered,6,1.8,108,201,211,true,false,false
13003,1,1,4,3872532a438cddcc,2026-03-28T11:07:15+05:30,11,10,268.39,7.5,15,upi,delivered,5,2.84,89,200,213,false,false,false
13004,1,1,4,11e55efb2ea683fc,2026-03-28T10:32:51+05:30,14,13,223.13,11.67,15,card,delivered,6,2.53,85,206,215,false,false,false
13005,1,1,4,8adb9f95bff95e5a,2026-03-28T08:02:03+05:30,14,17,584.71,7.84,0,upi,delivered,6,0.4,106,209,214,false,false,false
13006,1,1,4,90e4276ce101a341,2026-03-28T10:55:02+05:30,9,8,298.9,24.17,18,cod,delivered,4,1.26,85,197,215,false,false,false
13007,1,1,4,2a030394a928dbcb,2026-03-28T08:09:24+05:30,11,13,723.79,46.88,0,cod,delivered,8,3.93,101,208,215,false,false,false
